2013-04-15		2000.00	3722555	备注：转出到 [李安]
2013-04-15	2000.00		3722554	备注：从 [招行一卡通] 中转入
2013-04-13		416.30	3722551	备注：转出到 [李安]
2013-04-13		4.00	3717266	备注：从 [交行信用卡] 中转入
2013-04-13	416.30		3717018	备注：从 [光大阳光卡] 中转入
2013-04-02	4002.90		3690702	备注：从 [光大阳光卡] 中转入
2013-03-28		1500.00	3681556	备注：转出到 [李安]
2013-03-28	1500.00		3681555	备注：从 [中信借记卡] 中转入
2013-03-26		102.00	3675373	备注：转出到 [孙宇]
2013-03-26	102.00		3675371	备注：从 [中信信用卡] 中转入
2013-03-25		223.00	3674650	备注：转出到 [广发信用卡]
2013-03-25		1000.00	3671616	备注：转出到 [李安]
2013-03-25	1000.00		3671615	备注：从 [光大阳光卡] 中转入
2013-03-24	223.00		3669171	备注：从 [中信借记卡] 中转入
2013-03-20		29.20	3658550	备注：从 [交行信用卡] 中转入
2013-03-18		69.00	3645061	备注：转出到 [交行信用卡]
2013-03-17	6143.24		3645060	备注：从 [中信借记卡] 中转入
2013-03-14		1833.70	3636853	备注：转出到 [李安]
2013-03-13	1833.70		3636852	备注：从 [中信借记卡] 中转入
2013-03-11		49.70	3615220	备注：从 [交行信用卡] 中转入
2013-03-11	14.70		3615214	备注：从 [交行信用卡] 中转入
2013-03-11		1.00	3615209	备注：转出到 [公司支付宝]
2013-03-11		1.00	3615207	备注：转出到 [公司支付宝]
2013-03-11	1.00		3615205	备注：从 [交行信用卡] 中转入
2013-03-11	1.00		3615203	备注：从 [交行信用卡] 中转入
2013-03-08		6.00	3610631	备注：转出到 [马涛的现金] 团购风波庄
2013-03-08	6.00		3610630	备注：从 [交行信用卡] 中转入
2013-03-01		3000.00	3592479	备注：转出到 [李安]
2013-03-01	3000.00		3592478	备注：从 [中信借记卡] 中转入
2013-03-01		1227.00	3592337	备注：转出到 [民生信用卡]
2013-03-01	1227.00		3591453	备注：从 [招行一卡通] 中转入
2013-02-21		2481.27	3573030	备注：转出到 [交行信用卡]
2013-02-21		30.00	3560277	备注：转出到 [孙宇]
2013-02-21	30.00		3560275	备注：从 [交行信用卡] 中转入
2013-02-18	2481.27		3548196	备注：从 [光大阳光卡] 中转入
2013-02-13		2034.20	3532340	备注：转出到 [李安]
2013-02-13	2034.20		3532339	备注：从 [光大阳光卡] 中转入
2013-02-13		5000.00	3532336	备注：转出到 [李安]
2013-02-13	5000.00		3532333	备注：从 [光大阳光卡] 中转入
2013-02-09		211.10	3573024	备注：转出到 [浦发信用卡]
2013-02-09	211.10		3528360	备注：从 [招行一卡通] 中转入
2013-02-08		200.00	3573023	备注：从 [招行信用卡] 中转入
2013-02-07	173.00		3521938	备注：从 [李迪] 中转入
2013-02-03		258.00	3515623	备注：从 [招行信用卡] 中转入
2013-02-01		18.00	3573020	备注：转出到 [民生信用卡]
2013-01-31	30.00		3498167	备注：从 [招行信用卡] 中转入
2013-01-25		349.01	3487413	备注：转出到 [广发信用卡]
2013-01-24	349.01		3487411	备注：从 [招行一卡通] 中转入
2013-01-20		483.82	3470410	备注：从 [招行信用卡] 中转入
