2013-03-17		60000.00	3645101	备注：转出到 [招行一卡通]
2013-03-16		20000.00	3645099	备注：转出到 [招行一卡通]
2013-02-05	7639.70		3454875	备注：从 [菊花] 中转入
2012-12-23	500.00		3454877	备注：从 [菊花] 中转入
2012-11-17	15000.00		3354642	备注：从 [招行一卡通] 中转入
2012-10-26	364.94		3394625	备注：转出到 [光大阳光卡]
2012-09-06	422.42		3102923	备注：从 [招行一卡通] 中转入
2012-04-08		40000.00	3102336	备注：转出到 [深发展金卡]
2011-09-30	4000.00		2187197	备注：从 [樊虹] 中转入
2011-08-13		8000.00	2036815	备注：转出到 [樊虹]
2011-07-22		161.51	1420314	备注：从 [刘玲] 中转入
2010-12-02	4600.00		1404446	备注：从 [光大阳光卡] 中转入
2010-12-01		2000.00	1079830	备注：转出到 [光大阳光卡]
